university_id;program_id;course_start_date;students_number;university_name;university_created_date;program_title;program_category;faculty_id;faculty_info
481;192;18/11/2025;2355;Ross-Lewis;28/03/2023;Comunicação de Multimídia Sustentável;Artes e Design;;
328;944;23/12/2025;324;Mcconnell, Carter and Valdez;31/12/2022;Produção de Animação e Inovação;Artes e Design;;
268;632;23/06/2022;1117;Graham-Williams;18/12/2022;Ciências de Letras Avançada;Humanas;;
10;595;07/03/2025;2537;Gardner, Garrett and Garcia;28/11/2024;Bacharelado em Biomedicina Avançada;Saúde;;
71;810;27/10/2021;2598;Galvan-Jackson;11/10/2022;Tecnologia em Biomedicina Digital;Saúde;;
213;230;26/11/2024;3030;Good and Sons;15/11/2023;Design de Interiores Sustentável;Artes e Design;;
172;815;24/04/2024;465;Arnold-Lynch;07/03/2025;Análise de Blockchain Digital;Tecnologia;;
89;915;26/04/2024;3132;Schmidt, Larsen and Parks;15/06/2025;Engenharia de Cibersegurança Moderna;Tecnologia;;
456;840;06/09/2024;2009;Miller PLC;10/07/2023;Bacharelado em Relações Internacionais Avançada;Humanas;168; Escola Superior de Artes e Design Pioneiros 
414;253;15/03/2023;3029;Brown, Reese and Murray;07/03/2025;Licenciatura em Letras;Humanas;;
143;135;17/01/2024;1299;Conway, Howell and Sanchez;19/01/2025;Gestão de Inovação Integrada;Negócios;77; Instituto Superior de Gastronomia União 
366;983;13/12/2022;2981;Reyes-Levy;23/10/2025;MBA em Recursos Humanos Estratégica;Negócios;;
190;482;19/09/2021;4795;Payne-Nelson;21/12/2024;Engenharia de Redes Digital;Tecnologia;;
119;366;20/06/2022;3125;Griffin, Marks and Martin;14/06/2021;Ciências de Geografia Aplicada;Humanas;;
206;432;09/08/2022;1969;Fisher Ltd;14/06/2023;Bacharelado em Radiologia Estratégica;Saúde;;
183;126;16/01/2023;277;Mccarthy Group;21/12/2022;Bacharelado em Sociologia;Humanas;43; Instituto Superior de Comunicação e Marketing Horizonte 
183;126;16/01/2023;277;Mccarthy Group;21/12/2022;Bacharelado em Sociologia;Humanas;57; Escola Superior de Ciências Médicas Horizonte 
173;311;13/08/2024;3571;Petersen Ltd;15/04/2022;Sistemas de Blockchain Integrada;Tecnologia;;
150;18;30/03/2022;2319;Guzman and Sons;26/07/2023;Especialização em Gerontologia Sustentável;Saúde;;
24;79;07/12/2021;354;Erickson Inc;14/11/2024;Artes em Moda Digital;Artes e Design;;
181;121;02/12/2023;4519;Erickson-Mack;09/09/2024;Consultoria em Marketing Digital Digital;Negócios;65; Instituto Superior de Psicologia Aplicada Vanguarda 
181;121;02/12/2023;4519;Erickson-Mack;09/09/2024;Consultoria em Marketing Digital Digital;Negócios;140; Centro de Estudos de Gastronomia Saber Vivo 
51;825;28/07/2022;3862;Hahn-Green;01/02/2025;Especialização em Enfermagem e Inovação;Saúde;;
321;312;04/06/2024;862;Martin Inc;10/01/2022;Análise de Inteligência Artificial Estratégica;Tecnologia;;
477;204;09/12/2021;2432;Brown, Wilson and Gibson;10/05/2023;Produção de Multimídia Sustentável;Artes e Design;;
451;905;04/08/2020;2429;Joyce-Hogan;04/09/2021;Gestão de Comércio Exterior Avançada;Negócios;;
253;355;15/06/2025;4002;Brown and Sons;30/12/2024;Produção de Multimídia Aplicada;Artes e Design;169; Centro de Estudos de Psicologia Aplicada Tradição 
175;920;12/03/2020;4453;Miller Inc;29/06/2024;Tecnologia em Fisioterapia Sustentável;Saúde;149; Instituto Superior de Psicologia Aplicada do Amanhã 
315;963;30/11/2020;4639;Strong-George;22/07/2024;Bacharelado em Saúde Pública Sustentável;Saúde;;
264;556;04/11/2021;1678;Nguyen, Mcintosh and Carter;20/05/2023;Análise de Cibersegurança Sustentável;Tecnologia;;
292;333;29/03/2022;4737;Powell, David and Taylor;20/01/2022;Artes em Fotografia Avançada;Artes e Design;99; Centro de Estudos de Engenharia e Arquitetura Luz do Conhecimento 
220;177;28/10/2021;4058;Payne Ltd;18/07/2023;Tecnologia em Saúde Pública e Inovação;Saúde;68; Escola Superior de Tecnologia da Informação do Amanhã 
241;307;19/02/2024;366;Nelson, Harris and Jordan;13/02/2025;Produção de Publicidade Moderna;Artes e Design;;
170;963;30/06/2024;578;Garcia Ltd;17/02/2024;Bacharelado em Saúde Pública Sustentável;Saúde;44; Instituto Superior de Logística Horizonte 
418;204;24/11/2020;4469;Harrington, Wong and Day;20/10/2024;Produção de Multimídia Sustentável;Artes e Design;;
70;620;03/09/2020;3795;Stevens Inc;23/01/2023;Produção de Fotografia Aplicada;Artes e Design;189; Faculdade de Comunicação e Marketing Fronteiras 
430;188;24/10/2020;3765;Webb, Wade and Walker;25/11/2021;Sistemas de TI Integrada;Tecnologia;;
420;23;04/11/2025;603;Wolfe PLC;31/10/2024;Bacharelado em Gerontologia Integrada;Saúde;10; Instituto Superior de Comunicação e Marketing Tradição 
420;23;04/11/2025;603;Wolfe PLC;31/10/2024;Bacharelado em Gerontologia Integrada;Saúde;74; Centro de Estudos de Gastronomia Luz do Conhecimento 
468;193;25/02/2024;952;Jackson-Meyer;24/05/2024;Licenciatura em Pedagogia Integrada;Humanas;;
223;407;20/03/2025;2864;Santana-Rich;22/04/2023;Engenharia de Nuvem Avançada;Tecnologia;;
269;683;10/09/2021;1036;Clayton Group;07/06/2022;Bacharelado em Direito Civil Estratégica;Humanas;;
474;306;28/08/2022;4005;Miller Ltd;28/03/2023;Gestão de Services de Nutrição Sustentável;Saúde;154; Centro de Estudos de Ciências Humanas União 
453;121;04/10/2020;2229;Wiggins-Johnson;17/08/2024;Consultoria em Marketing Digital Digital;Negócios;;
221;453;01/04/2024;1864;Mendez-Moore;12/08/2024;Bacharelado em Sociologia Digital;Humanas;;
343;412;26/11/2023;2481;Dunn Group;14/02/2025;Ciências de Relações Internacionais Estratégica;Humanas;;
85;326;27/03/2021;4193;Rodriguez-Graham;09/06/2023;Consultoria em Empresas Avançada;Negócios;;
209;251;04/06/2021;838;Sanchez-Peterson;17/12/2021;Sistemas de Cibersegurança Digital;Tecnologia;48; Escola Superior de Comunicação e Marketing Vanguarda 
209;251;04/06/2021;838;Sanchez-Peterson;17/12/2021;Sistemas de Cibersegurança Digital;Tecnologia;112; Instituto Superior de Música Integração 
456;224;16/03/2024;3208;Miller PLC;10/07/2023;Administração de Finanças Integrada;Negócios;168; Escola Superior de Artes e Design Pioneiros 
257;477;04/04/2022;3247;Dougherty-Hall;18/01/2026;MBA em Marketing Digital Avançada;Negócios;;
5;687;11/06/2023;469;Taylor-Bowers;06/06/2024;MBA em Comércio Exterior Sustentável;Negócios;;
257;710;28/02/2023;3885;Dougherty-Hall;18/01/2026;Engenharia de Dados e Inovação;Tecnologia;;
296;898;11/10/2025;1393;Li Inc;07/11/2022;Administração de Recursos Humanos Aplicada;Negócios;118; Centro de Estudos de Gestão e Negócios Fronteiras 
277;872;03/07/2025;2493;Bell-Ferguson;04/09/2023;Consultoria em Marketing Digital Sustentável;Negócios;193; Faculdade de Gastronomia Inovação 
181;777;02/09/2023;2853;Erickson-Mack;09/09/2024;Produção de Moda Digital;Artes e Design;65; Instituto Superior de Psicologia Aplicada Vanguarda 
181;777;02/09/2023;2853;Erickson-Mack;09/09/2024;Produção de Moda Digital;Artes e Design;140; Centro de Estudos de Gastronomia Saber Vivo 
271;456;21/05/2025;4398;Hall-Medina;09/05/2022;Especialização em Fisioterapia Sustentável;Saúde;;
34;466;28/07/2021;1631;Meyer and Sons;06/11/2023;Logística de Inovação Moderna;Negócios;;
91;587;26/02/2025;1661;Washington-Evans;24/08/2024;Comunicação de Moda e Inovação;Artes e Design;;
359;692;21/08/2021;1214;Hunt PLC;06/05/2021;Sistemas de Software e Inovação;Tecnologia;;
123;741;07/01/2023;610;Wallace-Williams;19/06/2023;Logística de Finanças;Negócios;;
31;903;16/02/2024;1022;Ruiz LLC;18/07/2021;Especialização em Radiologia e Inovação;Saúde;;
142;420;23/05/2022;2482;Williams, Davis and Grant;18/09/2021;Produção de Publicidade Aplicada;Artes e Design;;
105;6;24/10/2024;1319;Hughes Group;17/11/2025;Estudos de Relações Internacionais Moderna;Humanas;;
456;507;10/12/2025;4764;Miller PLC;10/07/2023;Comunicação de Animação Digital;Artes e Design;168; Escola Superior de Artes e Design Pioneiros 
196;721;06/05/2020;3153;Waters, Acosta and Alvarez;15/03/2024;MBA em Recursos Humanos Digital;Negócios;;
352;762;18/01/2025;4527;Scott LLC;15/04/2023;Administração de Marketing Digital Aplicada;Negócios;;
221;373;11/07/2025;2955;Mendez-Moore;12/08/2024;Design de Animação e Inovação;Artes e Design;;
141;26;22/02/2021;4750;Schmidt and Sons;10/03/2024;Consultoria em Recursos Humanos;Negócios;;
10;395;11/03/2020;2453;Gardner, Garrett and Garcia;28/11/2024;Design de Moda Sustentável;Artes e Design;;
222;385;20/06/2023;2321;Stafford-Rodgers;29/07/2021;Logística de Finanças Avançada;Negócios;;
193;320;02/02/2022;1004;Brooks-Rice;09/06/2024;MBA em Recursos Humanos;Negócios;;
339;715;26/11/2021;3338;Kirk-Obrien;02/02/2023;Desenvolvimento de Inteligência Artificial Estratégica;Tecnologia;;
59;125;05/10/2022;547;Santana-Jones;22/01/2025;MBA em Projetos Digital;Negócios;;
152;580;02/01/2023;1678;Bailey Ltd;06/03/2021;Consultoria em Inovação Avançada;Negócios;;
500;185;01/01/2024;4992;Garza, Donaldson and Henderson;22/03/2024;Sistemas de Software Avançada;Tecnologia;;
230;255;11/08/2024;2401;Dalton, Dougherty and Liu;14/11/2024;Ciências de Direito Civil Moderna;Humanas;150; Escola Superior de Tecnologia da Informação Aliança 
351;65;22/12/2025;2336;Thornton-Dawson;06/06/2022;Especialização em Enfermagem Estratégica;Saúde;19; Escola Superior de Engenharia e Arquitetura Fronteiras 
469;641;04/09/2021;4316;Tran-Hayden;12/03/2023;Sistemas de Blockchain e Inovação;Tecnologia;110; Escola Superior de Artes e Design Horizonte 
448;318;14/12/2025;3139;Miller Inc;21/11/2024;Bacharelado em Geografia Avançada;Humanas;167; Centro de Estudos de Engenharia e Arquitetura União 
194;780;03/10/2025;3366;Jimenez and Sons;27/01/2026;Administração de Finanças;Negócios;;
50;302;17/06/2020;4828;Porter, Miller and Mcdonald;10/08/2025;Artes em Multimídia Moderna;Artes e Design;119; Faculdade de Logística Pioneiros 
339;762;20/10/2025;2912;Kirk-Obrien;02/02/2023;Administração de Marketing Digital Aplicada;Negócios;;
96;356;26/01/2024;1459;Perry and Sons;08/03/2022;Licenciatura em Sociologia e Inovação;Humanas;;
100;121;23/05/2025;636;Brown, Morris and Lawrence;28/01/2022;Consultoria em Marketing Digital Digital;Negócios;;
1;542;16/03/2024;4804;Thompson-Townsend;30/04/2022;Design de Audiovisual Estratégica;Artes e Design;;
152;492;07/04/2025;3358;Bailey Ltd;06/03/2021;Especialização em Psicologia Hospitalar Sustentável;Saúde;;
206;691;22/10/2020;1538;Fisher Ltd;14/06/2023;Administração de Agronegócio Integrada;Negócios;;
136;396;01/08/2020;1929;Ellis-Spencer;07/09/2021;Administração de Marketing Digital Digital;Negócios;;
180;445;26/04/2025;4344;Steele Ltd;06/03/2023;Especialização em Nutrição Digital;Saúde;1; Escola Superior de Ciências Médicas Saber Vivo 
133;307;08/09/2025;178;Stewart Ltd;11/12/2021;Produção de Publicidade Moderna;Artes e Design;;
252;658;04/03/2022;4986;Mccullough, Lopez and Jones;31/12/2025;Sistemas de Redes Sustentável;Tecnologia;191; Faculdade de Gestão e Negócios União 
220;978;30/12/2020;1626;Payne Ltd;18/07/2023;Administração de Marketing Digital Moderna;Negócios;68; Escola Superior de Tecnologia da Informação do Amanhã 
55;857;09/09/2020;3591;Harris, Lee and Eaton;29/05/2022;Administração de Comércio Exterior Moderna;Negócios;;
371;828;06/08/2021;2154;Jordan, Gonzalez and Rice;30/07/2021;Tecnologia em Gerontologia Moderna;Saúde;;
218;604;25/10/2024;1325;Wong-White;05/04/2021;Análise de TI Digital;Tecnologia;;
274;269;04/07/2022;2038;Robinson and Sons;14/06/2024;Engenharia de Redes Estratégica;Tecnologia;;
223;364;05/08/2024;2522;Santana-Rich;22/04/2023;Engenharia de Sistemas Embarcados;Tecnologia;;
414;643;11/11/2023;2195;Brown, Reese and Murray;07/03/2025;Artes em Publicidade Avançada;Artes e Design;;
139;346;30/06/2022;2767;Henry Inc;25/10/2021;Engenharia de Cibersegurança;Tecnologia;;
169;570;16/05/2024;4509;Carpenter Inc;14/01/2024;Tecnologia em Nutrição Aplicada;Saúde;;
229;796;12/04/2023;4680;Sawyer-Lewis;05/12/2023;Licenciatura em Sociologia Digital;Humanas;;
386;378;02/05/2022;4652;Conway-Woodard;02/10/2025;Produção de Moda;Artes e Design;41; Faculdade de Gastronomia Luz do Conhecimento 
137;308;16/08/2024;1716;Cole-Mccoy;19/06/2025;Sistemas de Dados Estratégica;Tecnologia;;
363;438;22/08/2023;1377;Horton, Young and Jackson;07/10/2022;Engenharia de Inteligência Artificial Aplicada;Tecnologia;9; Instituto Superior de Música Aliança 
241;643;10/04/2020;2575;Nelson, Harris and Jordan;13/02/2025;Artes em Publicidade Avançada;Artes e Design;;
332;413;01/12/2020;4697;Lopez-Williams;06/02/2022;Bacharelado em Enfermagem Moderna;Saúde;98; Faculdade de Ciências Humanas Fronteiras 
129;633;16/09/2022;934;Hernandez, Jones and Smith;25/07/2023;MBA em Marketing Digital Digital;Negócios;124; Escola Superior de Gastronomia Horizonte 
159;4;17/06/2024;2446;Lucero, Smith and Reese;24/02/2024;Bacharelado em Sociologia Avançada;Humanas;;
60;147;07/08/2020;835;Brown, Cunningham and Gonzalez;24/09/2022;Estudos de Sociologia Moderna;Humanas;166; Centro de Estudos de Comunicação e Marketing Aliança 
486;537;31/10/2021;722;Garza Group;12/08/2024;Gestão de Empresas Aplicada;Negócios;;
322;331;10/05/2023;3006;Scott, Woods and Brown;21/05/2025;Bacharelado em Enfermagem Integrada;Saúde;83; Centro de Estudos de Biociências Vanguarda 
263;870;23/09/2023;106;Hamilton-May;12/03/2021;MBA em Empresas Digital;Negócios;;
36;729;12/10/2025;1793;Sanchez, Phillips and Gomez;24/03/2021;Artes em Moda Integrada;Artes e Design;;
293;755;29/01/2022;385;Davis-Rodriguez;01/07/2025;Tecnologia em Nutrição Avançada;Saúde;55; Centro de Estudos de Artes e Design Horizonte 
293;755;29/01/2022;385;Davis-Rodriguez;01/07/2025;Tecnologia em Nutrição Avançada;Saúde;172; Centro de Estudos de Ciências Médicas Aliança 
499;982;31/12/2025;4524;Harris, Mullen and Brown;30/11/2022;Gestão de Services de Nutrição;Saúde;;
317;231;19/12/2020;4159;Hernandez, Bauer and Dixon;26/02/2025;Gestão em Inteligência Artificial Sustentável;Tecnologia;;
448;684;30/10/2020;4929;Miller Inc;21/11/2024;Gestão de Services de Saúde Pública;Saúde;167; Centro de Estudos de Engenharia e Arquitetura União 
114;445;19/12/2021;1788;Tucker PLC;20/11/2024;Especialização em Nutrição Digital;Saúde;190; Instituto Superior de Educação Física União 
198;29;26/09/2025;3641;Ferguson-Valdez;03/07/2022;MBA em Finanças Moderna;Negócios;188; Escola Superior de Engenharia e Arquitetura Vanguarda 
199;898;23/03/2024;2659;Smith PLC;16/01/2023;Administração de Recursos Humanos Aplicada;Negócios;;
132;82;07/08/2022;4098;Nicholson-Singleton;09/05/2023;Comunicação de Interiores Sustentável;Artes e Design;;
125;974;31/03/2025;2114;Hansen Ltd;18/12/2024;Análise de Redes Avançada;Tecnologia;;
192;302;08/04/2020;2186;Mcdonald-Clark;19/10/2023;Artes em Multimídia Moderna;Artes e Design;;
150;332;26/10/2025;2000;Guzman and Sons;26/07/2023;Administração de Comércio Exterior e Inovação;Negócios;;
376;298;17/06/2025;3144;Kelly, Murphy and Jones;27/01/2026;Gestão de Services de Biomedicina Avançada;Saúde;;
373;323;18/12/2023;288;Mason-Miller;01/03/2023;MBA em Marketing Digital Aplicada;Negócios;39; Escola Superior de Agronegócio Saber Vivo 
462;532;04/12/2021;1815;Pena-Mitchell;11/07/2025;Produção de Audiovisual Sustentável;Artes e Design;90; Escola Superior de Psicologia Aplicada Excelência 
401;813;21/05/2021;3840;Wilcox, Foster and Brown;25/12/2021;Análise de Dados Moderna;Tecnologia;;
276;261;31/05/2025;458;Ortiz LLC;29/08/2022;Bacharelado em Pedagogia Digital;Humanas;;
49;476;15/02/2026;1931;Cox-Hughes;03/01/2023;Bacharelado em Letras e Inovação;Humanas;;
262;524;17/02/2026;2308;Reyes-Boyd;13/01/2024;Gestão de Projetos Digital;Negócios;3; Escola Superior de Logística Pioneiros 
262;524;17/02/2026;2308;Reyes-Boyd;13/01/2024;Gestão de Projetos Digital;Negócios;136; Faculdade de Tecnologia da Informação do Amanhã 
262;524;17/02/2026;2308;Reyes-Boyd;13/01/2024;Gestão de Projetos Digital;Negócios;165; Instituto Superior de Gestão e Negócios Fronteiras 
126;943;01/12/2022;2164;Smith Inc;29/01/2022;Logística de Empresas Moderna;Negócios;;
180;553;19/09/2023;678;Steele Ltd;06/03/2023;Especialização em Saúde Pública Aplicada;Saúde;1; Escola Superior de Ciências Médicas Saber Vivo 
38;344;10/04/2024;3254;Ross-Woods;27/07/2021;Gestão de Services de Biomedicina Estratégica;Saúde;;
381;643;04/12/2020;1395;Turner, Stein and Moreno;22/03/2023;Artes em Publicidade Avançada;Artes e Design;;
466;516;29/06/2023;1561;Moreno-Scott;26/05/2022;Artes em Publicidade Integrada;Artes e Design;;
4;372;05/05/2022;1846;Flores, Compton and Jones;02/12/2021;Gestão de Services de Fisioterapia Sustentável;Saúde;194; Faculdade de Ciências Humanas Integração 
429;52;28/11/2021;4646;Spence, Hunt and Huynh;23/12/2023;Gestão de Empresas Avançada;Negócios;61; Escola Superior de Tecnologia da Informação Progresso 
460;443;05/05/2023;4583;Hunter-Wade;16/08/2023;MBA em Comércio Exterior Estratégica;Negócios;71; Instituto Superior de Ciências Humanas Tradição 
106;974;08/01/2024;355;Holt-Howell;29/05/2024;Análise de Redes Avançada;Tecnologia;4; Centro de Estudos de Comunicação e Marketing Tradição 
151;539;16/01/2026;3463;Parker, Thomas and Holloway;06/09/2023;Gestão de Services de Fisioterapia Avançada;Saúde;35; Escola Superior de Gastronomia União 
151;539;16/01/2026;3463;Parker, Thomas and Holloway;06/09/2023;Gestão de Services de Fisioterapia Avançada;Saúde;100; Faculdade de Tecnologia da Informação Inovação 
138;815;24/01/2022;1898;Sanchez-Chen;17/07/2022;Análise de Blockchain Digital;Tecnologia;;
364;415;05/10/2024;625;Navarro-Hunter;17/09/2023;Análise de Sistemas Embarcados Digital;Tecnologia;;
245;951;10/05/2025;4415;Sparks and Sons;09/12/2022;Sistemas de Inteligência Artificial Avançada;Tecnologia;;
262;944;29/03/2021;3261;Reyes-Boyd;13/01/2024;Produção de Animação e Inovação;Artes e Design;3; Escola Superior de Logística Pioneiros 
262;944;29/03/2021;3261;Reyes-Boyd;13/01/2024;Produção de Animação e Inovação;Artes e Design;136; Faculdade de Tecnologia da Informação do Amanhã 
262;944;29/03/2021;3261;Reyes-Boyd;13/01/2024;Produção de Animação e Inovação;Artes e Design;165; Instituto Superior de Gestão e Negócios Fronteiras 
403;348;02/12/2024;3381;Jones-Roman;19/07/2024;Consultoria em Agronegócio e Inovação;Negócios;;
383;959;21/11/2023;1215;Sutton Ltd;08/09/2025;Especialização em Biomedicina Sustentável;Saúde;141; Escola Superior de Astronomia Meta 
383;959;21/11/2023;1215;Sutton Ltd;08/09/2025;Especialização em Biomedicina Sustentável;Saúde;170; Escola Superior de Gestão e Negócios Fronteiras 
411;269;19/01/2025;2744;Smith-Tucker;14/04/2022;Engenharia de Redes Estratégica;Tecnologia;;
8;61;13/10/2023;3419;Jordan-Stanton;19/07/2025;Bacharelado em História Contemporânea Integrada;Humanas;;
389;946;20/08/2021;3548;Anderson LLC;30/08/2024;Licenciatura em Direito Civil Moderna;Humanas;;
35;851;28/11/2022;3616;Maddox, Johnson and Duncan;12/08/2024;Ciências de Relações Internacionais Avançada;Humanas;;
219;200;16/05/2025;3181;David LLC;26/06/2022;Ciências de Letras;Humanas;;
92;823;17/01/2025;4497;Gonzalez LLC;27/09/2024;Gestão em Software e Inovação;Tecnologia;28; Centro de Estudos de Logística Luz do Conhecimento 
280;850;06/04/2022;2523;Quinn Inc;12/01/2023;Design de Interiores Moderna;Artes e Design;;
2;326;18/06/2020;861;Cole-Vasquez;07/01/2023;Consultoria em Empresas Avançada;Negócios;;
189;404;20/07/2025;3549;Joseph-Nelson;20/02/2025;Produção de Audiovisual Digital;Artes e Design;11; Instituto Superior de Direito e Relações Internacionais Fronteiras 
189;404;20/07/2025;3549;Joseph-Nelson;20/02/2025;Produção de Audiovisual Digital;Artes e Design;18; Faculdade de Gastronomia Vanguarda 
96;317;17/06/2023;4487;Perry and Sons;08/03/2022;Gestão em Jogos Digitais Estratégica;Tecnologia;;
414;956;18/01/2022;2127;Brown, Reese and Murray;07/03/2025;Produção de Fotografia Digital;Artes e Design;;
449;774;13/12/2023;919;Hernandez and Sons;03/02/2023;Logística de Marketing Digital Sustentável;Negócios;67; Instituto Superior de Tecnologia da Informação Saber Vivo 
149;259;15/12/2023;774;Garrett Inc;14/11/2023;Gestão de Empresas Sustentável;Negócios;;
276;899;20/05/2023;1141;Ortiz LLC;29/08/2022;Bacharelado em Relações Internacionais Sustentável;Humanas;;
207;641;08/02/2023;2555;Ortega, Hernandez and Davis;17/06/2022;Sistemas de Blockchain e Inovação;Tecnologia;106; Centro de Estudos de Tecnologia da Informação Fronteiras 
207;641;08/02/2023;2555;Ortega, Hernandez and Davis;17/06/2022;Sistemas de Blockchain e Inovação;Tecnologia;183; Centro de Estudos de Direito e Relações Internacionais Excelência 
341;21;27/10/2024;2817;Elliott and Sons;23/05/2023;MBA em Agronegócio e Inovação;Negócios;;
456;345;05/03/2022;1317;Miller PLC;10/07/2023;Gestão de Services de Gerontologia Aplicada;Saúde;168; Escola Superior de Artes e Design Pioneiros 
189;743;29/07/2022;2579;Joseph-Nelson;20/02/2025;Gestão em TI e Inovação;Tecnologia;11; Instituto Superior de Direito e Relações Internacionais Fronteiras 
189;743;29/07/2022;2579;Joseph-Nelson;20/02/2025;Gestão em TI e Inovação;Tecnologia;18; Faculdade de Gastronomia Vanguarda 
412;330;06/12/2025;927;Reynolds Ltd;24/09/2023;Administração de Comércio Exterior Estratégica;Negócios;;
16;937;02/07/2020;639;Hebert-Weeks;12/02/2023;Bacharelado em Fisioterapia e Inovação;Saúde;;
282;536;25/10/2021;1948;Ross, Walker and Gordon;28/01/2022;Logística de Inovação Estratégica;Negócios;75; Escola Superior de Engenharia e Arquitetura do Amanhã 
395;475;30/09/2023;984;Flores, Wright and Franklin;09/07/2024;Design de Multimídia;Artes e Design;34; Centro de Estudos de Gestão e Negócios Inovação 
64;349;16/04/2021;1593;Riley and Sons;11/01/2024;Produção de Fotografia Integrada;Artes e Design;;
479;346;01/05/2024;4619;Stewart, Johnson and Ayala;25/04/2021;Engenharia de Cibersegurança;Tecnologia;;
434;273;12/03/2021;4160;Jacobson-Peters;09/05/2023;Artes em Interiores e Inovação;Artes e Design;;
15;722;16/12/2025;213;Blair and Sons;10/09/2021;Ciências de Sociologia Moderna;Humanas;;
112;689;23/07/2022;2925;Mclean and Sons;02/05/2022;Produção de Gráfico Avançada;Artes e Design;;
54;217;24/06/2024;1177;Shepard PLC;17/11/2023;Licenciatura em Letras Sustentável;Humanas;;
459;358;22/12/2020;679;Jones Ltd;02/03/2024;Administração de Projetos;Negócios;;
498;755;30/08/2023;494;Thomas, Cole and Gallagher;08/04/2024;Tecnologia em Nutrição Avançada;Saúde;;
56;298;05/05/2023;1638;Reed, Lewis and Franklin;07/01/2022;Gestão de Services de Biomedicina Avançada;Saúde;73; Centro de Estudos de Tecnologia da Informação do Amanhã 
56;298;05/05/2023;1638;Reed, Lewis and Franklin;07/01/2022;Gestão de Services de Biomedicina Avançada;Saúde;147; Centro de Estudos de Ciências Médicas Luz do Conhecimento 
478;997;24/12/2022;583;Smith-Brown;25/05/2025;Logística de Projetos Avançada;Negócios;;
363;152;17/10/2025;2963;Horton, Young and Jackson;07/10/2022;Estudos de História Contemporânea e Inovação;Humanas;9; Instituto Superior de Música Aliança 
394;394;12/12/2023;4993;Phillips-Marsh;10/11/2023;Administração de Comércio Exterior Digital;Negócios;162; Escola Superior de Psicologia Aplicada Fronteiras 
211;382;17/02/2023;783;Glass, Graves and Ewing;25/02/2022;Logística de Marketing Digital Estratégica;Negócios;22; Centro de Estudos de Música Fronteiras 
101;34;31/10/2021;2781;Kelly-Jackson;23/11/2022;Bacharelado em Direito Civil e Inovação;Humanas;;
2;807;30/08/2023;3610;Cole-Vasquez;07/01/2023;Especialização em Biomedicina;Saúde;;
242;787;20/03/2022;2439;Robles-Dunn;11/02/2026;Bacharelado em Gerontologia Avançada;Saúde;;
96;998;08/12/2023;3609;Perry and Sons;08/03/2022;Sistemas de Redes;Tecnologia;;
158;382;30/05/2020;3375;Griffith-Robinson;04/12/2021;Logística de Marketing Digital Estratégica;Negócios;;
479;2;10/06/2025;811;Stewart, Johnson and Ayala;25/04/2021;Desenvolvimento de Dados Digital;Tecnologia;;
185;773;19/02/2022;3013;Williams Ltd;19/02/2024;Especialização em Fisioterapia Moderna;Saúde;15; Faculdade de Astronomia Tradição 
185;773;19/02/2022;3013;Williams Ltd;19/02/2024;Especialização em Fisioterapia Moderna;Saúde;96; Faculdade de Gastronomia do Amanhã 
185;773;19/02/2022;3013;Williams Ltd;19/02/2024;Especialização em Fisioterapia Moderna;Saúde;180; Escola Superior de Psicologia Aplicada Saber Vivo 
307;688;04/01/2025;168;Smith-Carter;05/10/2025;Comunicação de Audiovisual Digital;Artes e Design;;
362;152;28/07/2025;1071;Powell-Simmons;24/03/2022;Estudos de História Contemporânea e Inovação;Humanas;153; Instituto Superior de Ciências Médicas Saber Vivo 
11;549;01/12/2021;2903;Noble-Smith;25/11/2022;Desenvolvimento de Cibersegurança Integrada;Tecnologia;;
25;632;08/03/2024;1156;Mitchell and Sons;08/03/2021;Ciências de Letras Avançada;Humanas;12; Centro de Estudos de Astronomia Vanguarda 
37;653;10/04/2023;4867;Stephens, Garcia and Wood;26/09/2023;Artes em Gráfico Digital;Artes e Design;;
241;945;05/10/2025;3240;Nelson, Harris and Jordan;13/02/2025;Tecnologia em Radiologia Estratégica;Saúde;;
466;269;17/01/2021;127;Moreno-Scott;26/05/2022;Engenharia de Redes Estratégica;Tecnologia;;
477;384;18/07/2021;3046;Brown, Wilson and Gibson;10/05/2023;Design de Animação Aplicada;Artes e Design;;
363;252;05/10/2021;2504;Horton, Young and Jackson;07/10/2022;Administração de Recursos Humanos Sustentável;Negócios;9; Instituto Superior de Música Aliança 
139;633;12/03/2023;1175;Henry Inc;25/10/2021;MBA em Marketing Digital Digital;Negócios;;
491;786;29/08/2025;2659;Smith Group;07/11/2022;Produção de Multimídia e Inovação;Artes e Design;;
109;108;05/07/2025;3447;Wang-Joseph;14/01/2025;Produção de Animação Integrada;Artes e Design;;
141;89;16/08/2024;4671;Schmidt and Sons;10/03/2024;Produção de Audiovisual Estratégica;Artes e Design;;
281;858;21/11/2023;4845;Ware PLC;13/02/2023;Sistemas de Cibersegurança Integrada;Tecnologia;;
48;43;16/02/2024;388;Wagner-Ortiz;01/11/2021;Desenvolvimento de Nuvem;Tecnologia;;
122;867;08/04/2020;2162;Smith and Sons;23/05/2025;Administração de Inovação Digital;Negócios;;
58;314;05/09/2024;4883;Cortez, Bartlett and Duncan;01/04/2021;Engenharia de TI Integrada;Tecnologia;184; Instituto Superior de Comunicação e Marketing Vanguarda 
